
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
   13.5250          -2.3989E+00          -1.1539E+00          -3.8953E-01          -3.1039E-01           5.7171E-01          -6.3275E+02           3.9927E+02          -4.7342E+03           2.9873E+03           0.0000E+00           0.0000E+00
   13.5500          -2.4466E+00          -1.1605E+00          -3.7488E-01          -2.9871E-01           5.7498E-01          -6.5503E+02           4.1333E+02          -4.6664E+03           2.9446E+03           0.0000E+00           0.0000E+00
   13.5750          -2.4943E+00          -1.1671E+00          -3.6023E-01          -2.8704E-01           5.7825E-01          -6.7770E+02           4.2763E+02          -4.5986E+03           2.9018E+03           0.0000E+00           0.0000E+00
   13.6000          -2.5421E+00          -1.1738E+00          -3.4558E-01          -2.7537E-01           5.8153E-01          -7.0075E+02           4.4218E+02          -4.5309E+03           2.8590E+03           0.0000E+00           0.0000E+00
   13.6250          -2.5898E+00          -1.1804E+00          -3.3093E-01          -2.6369E-01           5.8480E-01          -7.2419E+02           4.5697E+02          -4.4631E+03           2.8163E+03           0.0000E+00           0.0000E+00
   13.6500          -2.6375E+00          -1.1870E+00          -3.1628E-01          -2.5202E-01           5.8807E-01          -7.4801E+02           4.7200E+02          -4.3953E+03           2.7735E+03           0.0000E+00           0.0000E+00
   13.6750          -2.6852E+00          -1.1936E+00          -3.0163E-01          -2.4035E-01           5.9134E-01          -7.7222E+02           4.8728E+02          -4.3275E+03           2.7307E+03           0.0000E+00           0.0000E+00
   13.7000          -2.7330E+00          -1.2002E+00          -2.8698E-01          -2.2867E-01           5.9462E-01          -7.9681E+02           5.0279E+02          -4.2598E+03           2.6879E+03           0.0000E+00           0.0000E+00
   13.7250          -2.7807E+00          -1.2068E+00          -2.7233E-01          -2.1700E-01           5.9789E-01          -8.2179E+02           5.1856E+02          -4.1920E+03           2.6452E+03           0.0000E+00           0.0000E+00
   13.7500          -2.8284E+00          -1.2134E+00          -2.5768E-01          -2.0532E-01           6.0116E-01          -8.4715E+02           5.3456E+02          -4.1242E+03           2.6024E+03           0.0000E+00           0.0000E+00
   13.7750          -2.8692E+00          -1.2170E+00          -2.4239E-01          -1.9315E-01           6.0296E-01          -8.6867E+02           5.4814E+02          -4.0463E+03           2.5532E+03           0.0000E+00           0.0000E+00
   13.8000          -2.9100E+00          -1.2206E+00          -2.2711E-01          -1.8097E-01           6.0475E-01          -8.9046E+02           5.6189E+02          -3.9683E+03           2.5041E+03           0.0000E+00           0.0000E+00
   13.8250          -2.9507E+00          -1.2242E+00          -2.1182E-01          -1.6879E-01           6.0654E-01          -9.1252E+02           5.7581E+02          -3.8904E+03           2.4549E+03           0.0000E+00           0.0000E+00
   13.8500          -2.9915E+00          -1.2279E+00          -1.9654E-01          -1.5661E-01           6.0833E-01          -9.3485E+02           5.8990E+02          -3.8125E+03           2.4057E+03           0.0000E+00           0.0000E+00
   13.8750          -3.0322E+00          -1.2315E+00          -1.8125E-01          -1.4443E-01           6.1013E-01          -9.5745E+02           6.0416E+02          -3.7345E+03           2.3565E+03           0.0000E+00           0.0000E+00
   13.9000          -3.0730E+00          -1.2351E+00          -1.6597E-01          -1.3225E-01           6.1192E-01          -9.8032E+02           6.1859E+02          -3.6566E+03           2.3074E+03           0.0000E+00           0.0000E+00
   13.9250          -3.1138E+00          -1.2387E+00          -1.5068E-01          -1.2007E-01           6.1371E-01          -1.0035E+03           6.3319E+02          -3.5787E+03           2.2582E+03           0.0000E+00           0.0000E+00
   13.9500          -3.1545E+00          -1.2423E+00          -1.3540E-01          -1.0789E-01           6.1550E-01          -1.0269E+03           6.4796E+02          -3.5007E+03           2.2090E+03           0.0000E+00           0.0000E+00
   13.9750          -3.1953E+00          -1.2460E+00          -1.2011E-01          -9.5711E-02           6.1730E-01          -1.0505E+03           6.6291E+02          -3.4228E+03           2.1598E+03           0.0000E+00           0.0000E+00
   14.0000          -3.2361E+00          -1.2496E+00          -1.0483E-01          -8.3532E-02           6.1909E-01          -1.0745E+03           6.7802E+02          -3.3449E+03           2.1106E+03           0.0000E+00           0.0000E+00
   14.0250          -3.2689E+00          -1.2501E+00          -8.9288E-02          -7.1147E-02           6.1936E-01          -1.0934E+03           6.8993E+02          -3.2587E+03           2.0563E+03           0.0000E+00           0.0000E+00
   14.0500          -3.3017E+00          -1.2507E+00          -7.3745E-02          -5.8762E-02           6.1963E-01          -1.1124E+03           7.0194E+02          -3.1725E+03           2.0019E+03           0.0000E+00           0.0000E+00
   14.0750          -3.3345E+00          -1.2512E+00          -5.8202E-02          -4.6377E-02           6.1989E-01          -1.1316E+03           7.1406E+02          -3.0864E+03           1.9475E+03           0.0000E+00           0.0000E+00
   14.1000          -3.3673E+00          -1.2517E+00          -4.2659E-02          -3.3992E-02           6.2016E-01          -1.1510E+03           7.2628E+02          -3.0002E+03           1.8931E+03           0.0000E+00           0.0000E+00
   14.1250          -3.4000E+00          -1.2523E+00          -2.7117E-02          -2.1607E-02           6.2043E-01          -1.1705E+03           7.3861E+02          -2.9140E+03           1.8388E+03           0.0000E+00           0.0000E+00
   14.1500          -3.4328E+00          -1.2528E+00          -1.1574E-02          -9.2227E-03           6.2070E-01          -1.1902E+03           7.5104E+02          -2.8279E+03           1.7844E+03           0.0000E+00           0.0000E+00
   14.1750          -3.4656E+00          -1.2534E+00           3.9689E-03           3.1625E-03           6.2097E-01          -1.2101E+03           7.6357E+02          -2.7417E+03           1.7300E+03           0.0000E+00           0.0000E+00
   14.2000          -3.4984E+00          -1.2539E+00           1.9511E-02           1.5547E-02           6.2123E-01          -1.2301E+03           7.7620E+02          -2.6555E+03           1.6757E+03           0.0000E+00           0.0000E+00
   14.2250          -3.5312E+00          -1.2544E+00           3.5055E-02           2.7933E-02           6.2150E-01          -1.2503E+03           7.8894E+02          -2.5693E+03           1.6213E+03           0.0000E+00           0.0000E+00
   14.2500          -3.5640E+00          -1.2550E+00           5.0597E-02           4.0317E-02           6.2177E-01          -1.2706E+03           8.0179E+02          -2.4832E+03           1.5669E+03           0.0000E+00           0.0000E+00
   14.2750          -3.5880E+00          -1.2524E+00           6.6015E-02           5.2603E-02           6.2051E-01          -1.2849E+03           8.1076E+02          -2.3909E+03           1.5087E+03           0.0000E+00           0.0000E+00
   14.3000          -3.6121E+00          -1.2499E+00           8.1433E-02           6.4889E-02           6.1925E-01          -1.2992E+03           8.1978E+02          -2.2986E+03           1.4504E+03           0.0000E+00           0.0000E+00
   14.3250          -3.6361E+00          -1.2473E+00           9.6851E-02           7.7174E-02           6.1798E-01          -1.3135E+03           8.2885E+02          -2.2063E+03           1.3922E+03           0.0000E+00           0.0000E+00
   14.3500          -3.6601E+00          -1.2448E+00           1.1227E-01           8.9460E-02           6.1672E-01          -1.3280E+03           8.3797E+02          -2.1140E+03           1.3340E+03           0.0000E+00           0.0000E+00
   14.3750          -3.6841E+00          -1.2422E+00           1.2769E-01           1.0175E-01           6.1546E-01          -1.3425E+03           8.4715E+02          -2.0218E+03           1.2757E+03           0.0000E+00           0.0000E+00
   14.4000          -3.7081E+00          -1.2397E+00           1.4311E-01           1.1403E-01           6.1419E-01          -1.3571E+03           8.5637E+02          -1.9295E+03           1.2175E+03           0.0000E+00           0.0000E+00
   14.4250          -3.7322E+00          -1.2371E+00           1.5852E-01           1.2632E-01           6.1293E-01          -1.3718E+03           8.6564E+02          -1.8372E+03           1.1593E+03           0.0000E+00           0.0000E+00
   14.4500          -3.7562E+00          -1.2346E+00           1.7394E-01           1.3860E-01           6.1167E-01          -1.3866E+03           8.7496E+02          -1.7449E+03           1.1011E+03           0.0000E+00           0.0000E+00
   14.4750          -3.7802E+00          -1.2320E+00           1.8936E-01           1.5089E-01           6.1041E-01          -1.4015E+03           8.8433E+02          -1.6526E+03           1.0428E+03           0.0000E+00           0.0000E+00
   14.5000          -3.8042E+00          -1.2295E+00           2.0478E-01           1.6317E-01           6.0914E-01          -1.4164E+03           8.9375E+02          -1.5603E+03           9.8459E+02           0.0000E+00           0.0000E+00
   14.5250          -3.8189E+00          -1.2239E+00           2.1969E-01           1.7506E-01           6.0638E-01          -1.4244E+03           8.9880E+02          -1.4642E+03           9.2393E+02           0.0000E+00           0.0000E+00
   14.5500          -3.8335E+00          -1.2183E+00           2.3461E-01           1.8694E-01           6.0362E-01          -1.4324E+03           9.0387E+02          -1.3681E+03           8.6328E+02           0.0000E+00           0.0000E+00
   14.5750          -3.8482E+00          -1.2128E+00           2.4952E-01           1.9883E-01           6.0085E-01          -1.4405E+03           9.0895E+02          -1.2720E+03           8.0262E+02           0.0000E+00           0.0000E+00
   14.6000          -3.8628E+00          -1.2072E+00           2.6443E-01           2.1071E-01           5.9809E-01          -1.4485E+03           9.1405E+02          -1.1758E+03           7.4196E+02           0.0000E+00           0.0000E+00
   14.6250          -3.8775E+00          -1.2016E+00           2.7935E-01           2.2259E-01           5.9533E-01          -1.4566E+03           9.1915E+02          -1.0797E+03           6.8131E+02           0.0000E+00           0.0000E+00
   14.6500          -3.8921E+00          -1.1960E+00           2.9426E-01           2.3448E-01           5.9257E-01          -1.4648E+03           9.2428E+02          -9.8359E+02           6.2065E+02           0.0000E+00           0.0000E+00
   14.6750          -3.9068E+00          -1.1905E+00           3.0918E-01           2.4636E-01           5.8980E-01          -1.4729E+03           9.2941E+02          -8.8746E+02           5.6000E+02           0.0000E+00           0.0000E+00
   14.7000          -3.9214E+00          -1.1849E+00           3.2409E-01           2.5824E-01           5.8704E-01          -1.4811E+03           9.3457E+02          -7.9134E+02           4.9934E+02           0.0000E+00           0.0000E+00
   14.7250          -3.9361E+00          -1.1793E+00           3.3900E-01           2.7013E-01           5.8428E-01          -1.4893E+03           9.3973E+02          -6.9521E+02           4.3868E+02           0.0000E+00           0.0000E+00
   14.7500          -3.9508E+00          -1.1737E+00           3.5392E-01           2.8201E-01           5.8152E-01          -1.4975E+03           9.4491E+02          -5.9908E+02           3.7803E+02           0.0000E+00           0.0000E+00
   14.7750          -3.9557E+00          -1.1653E+00           3.6796E-01           2.9320E-01           5.7732E-01          -1.4983E+03           9.4544E+02          -5.0149E+02           3.1644E+02           0.0000E+00           0.0000E+00
   14.8000          -3.9606E+00          -1.1568E+00           3.8200E-01           3.0439E-01           5.7313E-01          -1.4992E+03           9.4598E+02          -4.0388E+02           2.5485E+02           0.0000E+00           0.0000E+00
   14.8250          -3.9655E+00          -1.1483E+00           3.9604E-01           3.1558E-01           5.6893E-01          -1.5000E+03           9.4651E+02          -3.0628E+02           1.9327E+02           0.0000E+00           0.0000E+00
   14.8500          -3.9705E+00          -1.1399E+00           4.1009E-01           3.2677E-01           5.6474E-01          -1.5008E+03           9.4705E+02          -2.0868E+02           1.3168E+02           0.0000E+00           0.0000E+00
   14.8750          -3.9754E+00          -1.1314E+00           4.2413E-01           3.3796E-01           5.6054E-01          -1.5017E+03           9.4758E+02          -1.1108E+02           7.0092E+01           0.0000E+00           0.0000E+00
   14.9000          -3.9803E+00          -1.1229E+00           4.3817E-01           3.4915E-01           5.5635E-01          -1.5025E+03           9.4812E+02          -1.3481E+01           8.5064E+00           0.0000E+00           0.0000E+00
   14.9250          -3.9852E+00          -1.1145E+00           4.5221E-01           3.6034E-01           5.5215E-01          -1.5034E+03           9.4865E+02           8.4123E+01          -5.3082E+01           0.0000E+00           0.0000E+00
   14.9500          -3.9902E+00          -1.1060E+00           4.6626E-01           3.7153E-01           5.4796E-01          -1.5042E+03           9.4918E+02           1.8172E+02          -1.1467E+02           0.0000E+00           0.0000E+00
   14.9750          -3.9951E+00          -1.0975E+00           4.8030E-01           3.8272E-01           5.4376E-01          -1.5051E+03           9.4972E+02           2.7933E+02          -1.7626E+02           0.0000E+00           0.0000E+00
   15.0000          -4.0000E+00          -1.0891E+00           4.9434E-01           3.9391E-01           5.3957E-01          -1.5059E+03           9.5025E+02           3.7692E+02          -2.3784E+02           0.0000E+00           0.0000E+00
   15.0250          -3.9951E+00          -1.0779E+00           5.0717E-01           4.0413E-01           5.3405E-01          -1.4994E+03           9.4611E+02           4.7360E+02          -2.9884E+02           0.0000E+00           0.0000E+00
   15.0500          -3.9902E+00          -1.0668E+00           5.1999E-01           4.1435E-01           5.2852E-01          -1.4928E+03           9.4198E+02           5.7027E+02          -3.5985E+02           0.0000E+00           0.0000E+00
   15.0750          -3.9852E+00          -1.0556E+00           5.3282E-01           4.2457E-01           5.2300E-01          -1.4863E+03           9.3786E+02           6.6694E+02          -4.2085E+02           0.0000E+00           0.0000E+00
   15.1000          -3.9803E+00          -1.0445E+00           5.4564E-01           4.3479E-01           5.1748E-01          -1.4798E+03           9.3375E+02           7.6362E+02          -4.8185E+02           0.0000E+00           0.0000E+00
   15.1250          -3.9754E+00          -1.0333E+00           5.5847E-01           4.4501E-01           5.1195E-01          -1.4733E+03           9.2964E+02           8.6029E+02          -5.4285E+02           0.0000E+00           0.0000E+00
   15.1500          -3.9705E+00          -1.0222E+00           5.7129E-01           4.5522E-01           5.0643E-01          -1.4668E+03           9.2555E+02           9.5696E+02          -6.0385E+02           0.0000E+00           0.0000E+00
   15.1750          -3.9655E+00          -1.0110E+00           5.8412E-01           4.6544E-01           5.0091E-01          -1.4603E+03           9.2146E+02           1.0536E+03          -6.6485E+02           0.0000E+00           0.0000E+00
   15.2000          -3.9606E+00          -9.9988E-01           5.9694E-01           4.7566E-01           4.9538E-01          -1.4538E+03           9.1739E+02           1.1503E+03          -7.2585E+02           0.0000E+00           0.0000E+00
   15.2250          -3.9557E+00          -9.8873E-01           6.0977E-01           4.8588E-01           4.8986E-01          -1.4474E+03           9.1332E+02           1.2470E+03          -7.8686E+02           0.0000E+00           0.0000E+00
   15.2500          -3.9508E+00          -9.7759E-01           6.2259E-01           4.9610E-01           4.8434E-01          -1.4410E+03           9.0926E+02           1.3437E+03          -8.4786E+02           0.0000E+00           0.0000E+00
   15.2750          -3.9361E+00          -9.6403E-01           6.3389E-01           5.0510E-01           4.7762E-01          -1.4275E+03           9.0075E+02           1.4370E+03          -9.0677E+02           0.0000E+00           0.0000E+00
   15.3000          -3.9214E+00          -9.5047E-01           6.4518E-01           5.1410E-01           4.7091E-01          -1.4140E+03           8.9228E+02           1.5304E+03          -9.6568E+02           0.0000E+00           0.0000E+00
   15.3250          -3.9068E+00          -9.3692E-01           6.5647E-01           5.2310E-01           4.6419E-01          -1.4007E+03           8.8385E+02           1.6237E+03          -1.0246E+03           0.0000E+00           0.0000E+00
   15.3500          -3.8921E+00          -9.2336E-01           6.6776E-01           5.3209E-01           4.5747E-01          -1.3874E+03           8.7545E+02           1.7171E+03          -1.0835E+03           0.0000E+00           0.0000E+00
   15.3750          -3.8775E+00          -9.0981E-01           6.7905E-01           5.4109E-01           4.5076E-01          -1.3742E+03           8.6710E+02           1.8105E+03          -1.1424E+03           0.0000E+00           0.0000E+00
   15.4000          -3.8628E+00          -8.9625E-01           6.9035E-01           5.5009E-01           4.4404E-01          -1.3610E+03           8.5879E+02           1.9038E+03          -1.2013E+03           0.0000E+00           0.0000E+00
   15.4250          -3.8482E+00          -8.8270E-01           7.0164E-01           5.5909E-01           4.3733E-01          -1.3479E+03           8.5052E+02           1.9972E+03          -1.2603E+03           0.0000E+00           0.0000E+00
   15.4500          -3.8335E+00          -8.6914E-01           7.1293E-01           5.6809E-01           4.3061E-01          -1.3348E+03           8.4229E+02           2.0906E+03          -1.3192E+03           0.0000E+00           0.0000E+00
   15.4750          -3.8189E+00          -8.5559E-01           7.2422E-01           5.7708E-01           4.2389E-01          -1.3218E+03           8.3409E+02           2.1839E+03          -1.3781E+03           0.0000E+00           0.0000E+00
   15.5000          -3.8042E+00          -8.4203E-01           7.3552E-01           5.8608E-01           4.1718E-01          -1.3089E+03           8.2594E+02           2.2773E+03          -1.4370E+03           0.0000E+00           0.0000E+00
   15.5250          -3.7802E+00          -8.2641E-01           7.4500E-01           5.9364E-01           4.0944E-01          -1.2897E+03           8.1379E+02           2.3651E+03          -1.4924E+03           0.0000E+00           0.0000E+00
   15.5500          -3.7562E+00          -8.1078E-01           7.5448E-01           6.0119E-01           4.0169E-01          -1.2705E+03           8.0172E+02           2.4528E+03          -1.5477E+03           0.0000E+00           0.0000E+00
   15.5750          -3.7322E+00          -7.9515E-01           7.6396E-01           6.0875E-01           3.9395E-01          -1.2516E+03           7.8975E+02           2.5406E+03          -1.6031E+03           0.0000E+00           0.0000E+00
   15.6000          -3.7081E+00          -7.7952E-01           7.7344E-01           6.1630E-01           3.8621E-01          -1.2327E+03           7.7787E+02           2.6283E+03          -1.6585E+03           0.0000E+00           0.0000E+00
   15.6250          -3.6841E+00          -7.6389E-01           7.8292E-01           6.2386E-01           3.7846E-01          -1.2140E+03           7.6607E+02           2.7161E+03          -1.7139E+03           0.0000E+00           0.0000E+00
   15.6500          -3.6601E+00          -7.4826E-01           7.9240E-01           6.3141E-01           3.7072E-01          -1.1955E+03           7.5437E+02           2.8038E+03          -1.7692E+03           0.0000E+00           0.0000E+00
   15.6750          -3.6361E+00          -7.3263E-01           8.0188E-01           6.3897E-01           3.6298E-01          -1.1771E+03           7.4276E+02           2.8916E+03          -1.8246E+03           0.0000E+00           0.0000E+00
   15.7000          -3.6121E+00          -7.1701E-01           8.1136E-01           6.4652E-01           3.5523E-01          -1.1588E+03           7.3123E+02           2.9793E+03          -1.8800E+03           0.0000E+00           0.0000E+00
   15.7250          -3.5880E+00          -7.0138E-01           8.2085E-01           6.5408E-01           3.4749E-01          -1.1407E+03           7.1980E+02           3.0671E+03          -1.9354E+03           0.0000E+00           0.0000E+00
   15.7500          -3.5640E+00          -6.8575E-01           8.3033E-01           6.6163E-01           3.3975E-01          -1.1227E+03           7.0846E+02           3.1549E+03          -1.9907E+03           0.0000E+00           0.0000E+00
   15.7750          -3.5312E+00          -6.6843E-01           8.3776E-01           6.6756E-01           3.3117E-01          -1.0994E+03           6.9375E+02           3.2349E+03          -2.0412E+03           0.0000E+00           0.0000E+00
   15.8000          -3.4984E+00          -6.5111E-01           8.4520E-01           6.7348E-01           3.2259E-01          -1.0764E+03           6.7919E+02           3.3148E+03          -2.0917E+03           0.0000E+00           0.0000E+00
   15.8250          -3.4656E+00          -6.3380E-01           8.5264E-01           6.7941E-01           3.1401E-01          -1.0535E+03           6.6479E+02           3.3948E+03          -2.1422E+03           0.0000E+00           0.0000E+00
   15.8500          -3.4328E+00          -6.1648E-01           8.6007E-01           6.8533E-01           3.0543E-01          -1.0310E+03           6.5054E+02           3.4748E+03          -2.1926E+03           0.0000E+00           0.0000E+00
   15.8750          -3.4000E+00          -5.9916E-01           8.6751E-01           6.9126E-01           2.9685E-01          -1.0086E+03           6.3645E+02           3.5548E+03          -2.2431E+03           0.0000E+00           0.0000E+00
   15.9000          -3.3673E+00          -5.8185E-01           8.7495E-01           6.9718E-01           2.8827E-01          -9.8653E+02           6.2251E+02           3.6348E+03          -2.2936E+03           0.0000E+00           0.0000E+00
   15.9250          -3.3345E+00          -5.6453E-01           8.8238E-01           7.0311E-01           2.7969E-01          -9.6469E+02           6.0873E+02           3.7148E+03          -2.3441E+03           0.0000E+00           0.0000E+00
   15.9500          -3.3017E+00          -5.4721E-01           8.8982E-01           7.0904E-01           2.7111E-01          -9.4309E+02           5.9510E+02           3.7948E+03          -2.3945E+03           0.0000E+00           0.0000E+00
   15.9750          -3.2689E+00          -5.2989E-01           8.9726E-01           7.1496E-01           2.6253E-01          -9.2173E+02           5.8162E+02           3.8748E+03          -2.4450E+03           0.0000E+00           0.0000E+00
   16.0000          -3.2361E+00          -5.1258E-01           9.0469E-01           7.2089E-01           2.5395E-01          -9.0062E+02           5.6830E+02           3.9547E+03          -2.4955E+03           0.0000E+00           0.0000E+00
   16.0250          -3.1953E+00          -4.9400E-01           9.0990E-01           7.2504E-01           2.4475E-01          -8.7538E+02           5.5237E+02           4.0250E+03          -2.5398E+03           0.0000E+00           0.0000E+00
   16.0500          -3.1545E+00          -4.7542E-01           9.1511E-01           7.2919E-01           2.3554E-01          -8.5049E+02           5.3667E+02           4.0952E+03          -2.5841E+03           0.0000E+00           0.0000E+00
   16.0750          -3.1138E+00          -4.5684E-01           9.2032E-01           7.3334E-01           2.2634E-01          -8.2596E+02           5.2119E+02           4.1655E+03          -2.6285E+03           0.0000E+00           0.0000E+00
   16.1000          -3.0730E+00          -4.3826E-01           9.2553E-01           7.3749E-01           2.1713E-01          -8.0180E+02           5.0594E+02           4.2358E+03          -2.6728E+03           0.0000E+00           0.0000E+00
   16.1250          -3.0322E+00          -4.1968E-01           9.3074E-01           7.4164E-01           2.0793E-01          -7.7799E+02           4.9092E+02           4.3060E+03          -2.7171E+03           0.0000E+00           0.0000E+00
   16.1500          -2.9915E+00          -4.0110E-01           9.3595E-01           7.4579E-01           1.9872E-01          -7.5454E+02           4.7612E+02           4.3762E+03          -2.7615E+03           0.0000E+00           0.0000E+00
   16.1750          -2.9507E+00          -3.8252E-01           9.4115E-01           7.4994E-01           1.8952E-01          -7.3145E+02           4.6155E+02           4.4465E+03          -2.8058E+03           0.0000E+00           0.0000E+00
   16.2000          -2.9100E+00          -3.6394E-01           9.4636E-01           7.5409E-01           1.8031E-01          -7.0871E+02           4.4720E+02           4.5168E+03          -2.8501E+03           0.0000E+00           0.0000E+00
   16.2250          -2.8692E+00          -3.4536E-01           9.5157E-01           7.5824E-01           1.7111E-01          -6.8634E+02           4.3309E+02           4.5870E+03          -2.8944E+03           0.0000E+00           0.0000E+00
   16.2500          -2.8284E+00          -3.2678E-01           9.5678E-01           7.6239E-01           1.6190E-01          -6.6433E+02           4.1920E+02           4.6573E+03          -2.9388E+03           0.0000E+00           0.0000E+00
   16.2750          -2.7807E+00          -3.0740E-01           9.5963E-01           7.6467E-01           1.5230E-01          -6.3946E+02           4.0350E+02           4.7160E+03          -2.9759E+03           0.0000E+00           0.0000E+00
   16.3000          -2.7330E+00          -2.8802E-01           9.6249E-01           7.6694E-01           1.4270E-01          -6.1506E+02           3.8811E+02           4.7748E+03          -3.0130E+03           0.0000E+00           0.0000E+00
   16.3250          -2.6852E+00          -2.6863E-01           9.6534E-01           7.6921E-01           1.3309E-01          -5.9114E+02           3.7301E+02           4.8336E+03          -3.0500E+03           0.0000E+00           0.0000E+00
   16.3500          -2.6375E+00          -2.4925E-01           9.6819E-01           7.7149E-01           1.2349E-01          -5.6769E+02           3.5822E+02           4.8924E+03          -3.0871E+03           0.0000E+00           0.0000E+00
   16.3750          -2.5898E+00          -2.2987E-01           9.7105E-01           7.7376E-01           1.1388E-01          -5.4472E+02           3.4372E+02           4.9512E+03          -3.1242E+03           0.0000E+00           0.0000E+00
   16.4000          -2.5421E+00          -2.1048E-01           9.7390E-01           7.7603E-01           1.0428E-01          -5.2222E+02           3.2953E+02           5.0099E+03          -3.1613E+03           0.0000E+00           0.0000E+00
   16.4250          -2.4943E+00          -1.9110E-01           9.7675E-01           7.7831E-01           9.4678E-02          -5.0020E+02           3.1563E+02           5.0687E+03          -3.1984E+03           0.0000E+00           0.0000E+00
   16.4500          -2.4466E+00          -1.7171E-01           9.7960E-01           7.8058E-01           8.5074E-02          -4.7865E+02           3.0203E+02           5.1275E+03          -3.2355E+03           0.0000E+00           0.0000E+00
   16.4750          -2.3989E+00          -1.5233E-01           9.8246E-01           7.8285E-01           7.5470E-02          -4.5758E+02           2.8874E+02           5.1863E+03          -3.2726E+03           0.0000E+00           0.0000E+00
   16.5000          -2.3511E+00          -1.3295E-01           9.8531E-01           7.8513E-01           6.5867E-02          -4.3698E+02           2.7574E+02           5.2451E+03          -3.3097E+03           0.0000E+00           0.0000E+00
   16.5250          -2.2976E+00          -1.1323E-01           9.8574E-01           7.8547E-01           5.6101E-02          -4.1475E+02           2.6171E+02           5.2909E+03          -3.3386E+03           0.0000E+00           0.0000E+00
   16.5500          -2.2441E+00          -9.3524E-02           9.8616E-01           7.8581E-01           4.6336E-02          -3.9311E+02           2.4806E+02           5.3368E+03          -3.3676E+03           0.0000E+00           0.0000E+00
   16.5750          -2.1906E+00          -7.3811E-02           9.8659E-01           7.8615E-01           3.6569E-02          -3.7204E+02           2.3476E+02           5.3827E+03          -3.3965E+03           0.0000E+00           0.0000E+00
   16.6000          -2.1371E+00          -5.4100E-02           9.8702E-01           7.8649E-01           2.6804E-02          -3.5156E+02           2.2184E+02           5.4286E+03          -3.4255E+03           0.0000E+00           0.0000E+00
   16.6250          -2.0836E+00          -3.4389E-02           9.8744E-01           7.8683E-01           1.7038E-02          -3.3166E+02           2.0928E+02           5.4744E+03          -3.4544E+03           0.0000E+00           0.0000E+00
   16.6500          -2.0300E+00          -1.4678E-02           9.8787E-01           7.8717E-01           7.2723E-03          -3.1233E+02           1.9708E+02           5.5203E+03          -3.4834E+03           0.0000E+00           0.0000E+00
   16.6750          -1.9765E+00           5.0326E-03           9.8830E-01           7.8751E-01          -2.4933E-03          -2.9359E+02           1.8526E+02           5.5662E+03          -3.5123E+03           0.0000E+00           0.0000E+00
   16.7000          -1.9230E+00           2.4745E-02           9.8873E-01           7.8785E-01          -1.2260E-02          -2.7542E+02           1.7379E+02           5.6120E+03          -3.5412E+03           0.0000E+00           0.0000E+00
   16.7250          -1.8695E+00           4.4456E-02           9.8915E-01           7.8819E-01          -2.2025E-02          -2.5784E+02           1.6270E+02           5.6579E+03          -3.5702E+03           0.0000E+00           0.0000E+00
   16.7500          -1.8160E+00           6.4167E-02           9.8958E-01           7.8853E-01          -3.1791E-02          -2.4083E+02           1.5197E+02           5.7038E+03          -3.5991E+03           0.0000E+00           0.0000E+00
   16.7750          -1.7580E+00           8.3720E-02           9.8757E-01           7.8693E-01          -4.1478E-02          -2.2327E+02           1.4088E+02           5.7356E+03          -3.6192E+03           0.0000E+00           0.0000E+00
   16.8000          -1.7000E+00           1.0327E-01           9.8556E-01           7.8533E-01          -5.1166E-02          -2.0636E+02           1.3022E+02           5.7674E+03          -3.6393E+03           0.0000E+00           0.0000E+00
   16.8250          -1.6420E+00           1.2283E-01           9.8355E-01           7.8372E-01          -6.0854E-02          -1.9013E+02           1.1997E+02           5.7992E+03          -3.6594E+03           0.0000E+00           0.0000E+00
   16.8500          -1.5840E+00           1.4238E-01           9.8154E-01           7.8212E-01          -7.0541E-02          -1.7455E+02           1.1014E+02           5.8311E+03          -3.6794E+03           0.0000E+00           0.0000E+00
   16.8750          -1.5260E+00           1.6193E-01           9.7953E-01           7.8052E-01          -8.0228E-02          -1.5965E+02           1.0074E+02           5.8629E+03          -3.6995E+03           0.0000E+00           0.0000E+00
   16.9000          -1.4680E+00           1.8149E-01           9.7752E-01           7.7892E-01          -8.9916E-02          -1.4541E+02           9.1752E+01           5.8947E+03          -3.7196E+03           0.0000E+00           0.0000E+00
   16.9250          -1.4100E+00           2.0104E-01           9.7551E-01           7.7732E-01          -9.9603E-02          -1.3183E+02           8.3186E+01           5.9265E+03          -3.7397E+03           0.0000E+00           0.0000E+00
   16.9500          -1.3520E+00           2.2059E-01           9.7350E-01           7.7572E-01          -1.0929E-01          -1.1892E+02           7.5038E+01           5.9583E+03          -3.7598E+03           0.0000E+00           0.0000E+00
   16.9750          -1.2941E+00           2.4015E-01           9.7149E-01           7.7411E-01          -1.1898E-01          -1.0667E+02           6.7311E+01           5.9902E+03          -3.7799E+03           0.0000E+00           0.0000E+00
   17.0000          -1.2361E+00           2.5970E-01           9.6948E-01           7.7251E-01          -1.2867E-01          -9.5091E+01           6.0004E+01           6.0220E+03          -3.7999E+03           0.0000E+00           0.0000E+00
