
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
   85.3750          -3.8775E+00          -9.0981E-01           6.7905E-01           5.4109E-01           4.5076E-01          -1.3742E+03           8.6710E+02           1.8105E+03          -1.1424E+03           0.0000E+00           0.0000E+00
   85.4000          -3.8628E+00          -8.9625E-01           6.9035E-01           5.5009E-01           4.4404E-01          -1.3610E+03           8.5879E+02           1.9038E+03          -1.2013E+03           0.0000E+00           0.0000E+00
   85.4250          -3.8482E+00          -8.8270E-01           7.0164E-01           5.5909E-01           4.3733E-01          -1.3479E+03           8.5052E+02           1.9972E+03          -1.2603E+03           0.0000E+00           0.0000E+00
   85.4500          -3.8335E+00          -8.6915E-01           7.1293E-01           5.6809E-01           4.3061E-01          -1.3348E+03           8.4229E+02           2.0906E+03          -1.3192E+03           0.0000E+00           0.0000E+00
   85.4750          -3.8189E+00          -8.5559E-01           7.2422E-01           5.7708E-01           4.2390E-01          -1.3218E+03           8.3410E+02           2.1839E+03          -1.3781E+03           0.0000E+00           0.0000E+00
   85.5000          -3.8042E+00          -8.4203E-01           7.3552E-01           5.8608E-01           4.1718E-01          -1.3089E+03           8.2594E+02           2.2773E+03          -1.4370E+03           0.0000E+00           0.0000E+00
   85.5250          -3.7802E+00          -8.2640E-01           7.4500E-01           5.9364E-01           4.0944E-01          -1.2897E+03           8.1379E+02           2.3651E+03          -1.4924E+03           0.0000E+00           0.0000E+00
   85.5500          -3.7562E+00          -8.1077E-01           7.5448E-01           6.0119E-01           4.0169E-01          -1.2705E+03           8.0172E+02           2.4528E+03          -1.5478E+03           0.0000E+00           0.0000E+00
   85.5750          -3.7322E+00          -7.9515E-01           7.6396E-01           6.0875E-01           3.9395E-01          -1.2516E+03           7.8975E+02           2.5406E+03          -1.6031E+03           0.0000E+00           0.0000E+00
   85.6000          -3.7081E+00          -7.7952E-01           7.7344E-01           6.1630E-01           3.8621E-01          -1.2327E+03           7.7787E+02           2.6283E+03          -1.6585E+03           0.0000E+00           0.0000E+00
   85.6250          -3.6841E+00          -7.6389E-01           7.8292E-01           6.2386E-01           3.7846E-01          -1.2140E+03           7.6607E+02           2.7161E+03          -1.7139E+03           0.0000E+00           0.0000E+00
   85.6500          -3.6601E+00          -7.4826E-01           7.9240E-01           6.3141E-01           3.7072E-01          -1.1955E+03           7.5437E+02           2.8038E+03          -1.7692E+03           0.0000E+00           0.0000E+00
   85.6750          -3.6361E+00          -7.3263E-01           8.0188E-01           6.3897E-01           3.6298E-01          -1.1771E+03           7.4275E+02           2.8916E+03          -1.8246E+03           0.0000E+00           0.0000E+00
   85.7000          -3.6121E+00          -7.1701E-01           8.1136E-01           6.4652E-01           3.5524E-01          -1.1588E+03           7.3123E+02           2.9793E+03          -1.8800E+03           0.0000E+00           0.0000E+00
   85.7250          -3.5880E+00          -7.0138E-01           8.2084E-01           6.5408E-01           3.4749E-01          -1.1407E+03           7.1980E+02           3.0671E+03          -1.9354E+03           0.0000E+00           0.0000E+00
   85.7500          -3.5640E+00          -6.8575E-01           8.3033E-01           6.6163E-01           3.3975E-01          -1.1227E+03           7.0846E+02           3.1549E+03          -1.9907E+03           0.0000E+00           0.0000E+00
   85.7750          -3.5312E+00          -6.6843E-01           8.3776E-01           6.6756E-01           3.3117E-01          -1.0994E+03           6.9374E+02           3.2349E+03          -2.0412E+03           0.0000E+00           0.0000E+00
   85.8000          -3.4984E+00          -6.5111E-01           8.4520E-01           6.7348E-01           3.2259E-01          -1.0764E+03           6.7919E+02           3.3149E+03          -2.0917E+03           0.0000E+00           0.0000E+00
   85.8250          -3.4656E+00          -6.3380E-01           8.5264E-01           6.7941E-01           3.1401E-01          -1.0535E+03           6.6479E+02           3.3948E+03          -2.1422E+03           0.0000E+00           0.0000E+00
   85.8500          -3.4328E+00          -6.1648E-01           8.6007E-01           6.8533E-01           3.0543E-01          -1.0310E+03           6.5054E+02           3.4748E+03          -2.1926E+03           0.0000E+00           0.0000E+00
   85.8750          -3.4000E+00          -5.9916E-01           8.6751E-01           6.9126E-01           2.9685E-01          -1.0086E+03           6.3645E+02           3.5548E+03          -2.2431E+03           0.0000E+00           0.0000E+00
   85.9000          -3.3672E+00          -5.8184E-01           8.7495E-01           6.9719E-01           2.8827E-01          -9.8653E+02           6.2251E+02           3.6348E+03          -2.2936E+03           0.0000E+00           0.0000E+00
   85.9250          -3.3345E+00          -5.6453E-01           8.8238E-01           7.0311E-01           2.7969E-01          -9.6468E+02           6.0872E+02           3.7148E+03          -2.3441E+03           0.0000E+00           0.0000E+00
   85.9500          -3.3017E+00          -5.4721E-01           8.8982E-01           7.0904E-01           2.7111E-01          -9.4309E+02           5.9510E+02           3.7948E+03          -2.3945E+03           0.0000E+00           0.0000E+00
   85.9750          -3.2689E+00          -5.2989E-01           8.9725E-01           7.1496E-01           2.6253E-01          -9.2173E+02           5.8162E+02           3.8748E+03          -2.4450E+03           0.0000E+00           0.0000E+00
   86.0000          -3.2361E+00          -5.1258E-01           9.0469E-01           7.2089E-01           2.5395E-01          -9.0062E+02           5.6830E+02           3.9547E+03          -2.4955E+03           0.0000E+00           0.0000E+00
   86.0250          -3.1953E+00          -4.9400E-01           9.0990E-01           7.2504E-01           2.4475E-01          -8.7538E+02           5.5237E+02           4.0250E+03          -2.5398E+03           0.0000E+00           0.0000E+00
   86.0500          -3.1545E+00          -4.7542E-01           9.1511E-01           7.2919E-01           2.3554E-01          -8.5049E+02           5.3667E+02           4.0953E+03          -2.5841E+03           0.0000E+00           0.0000E+00
   86.0750          -3.1138E+00          -4.5684E-01           9.2032E-01           7.3334E-01           2.2634E-01          -8.2597E+02           5.2119E+02           4.1655E+03          -2.6285E+03           0.0000E+00           0.0000E+00
   86.1000          -3.0730E+00          -4.3826E-01           9.2553E-01           7.3749E-01           2.1713E-01          -8.0180E+02           5.0594E+02           4.2357E+03          -2.6728E+03           0.0000E+00           0.0000E+00
   86.1250          -3.0322E+00          -4.1968E-01           9.3074E-01           7.4164E-01           2.0793E-01          -7.7799E+02           4.9092E+02           4.3060E+03          -2.7171E+03           0.0000E+00           0.0000E+00
   86.1500          -2.9915E+00          -4.0110E-01           9.3595E-01           7.4579E-01           1.9872E-01          -7.5454E+02           4.7612E+02           4.3763E+03          -2.7615E+03           0.0000E+00           0.0000E+00
   86.1750          -2.9507E+00          -3.8252E-01           9.4115E-01           7.4994E-01           1.8952E-01          -7.3144E+02           4.6155E+02           4.4465E+03          -2.8058E+03           0.0000E+00           0.0000E+00
   86.2000          -2.9100E+00          -3.6395E-01           9.4636E-01           7.5409E-01           1.8031E-01          -7.0872E+02           4.4721E+02           4.5167E+03          -2.8501E+03           0.0000E+00           0.0000E+00
   86.2250          -2.8692E+00          -3.4536E-01           9.5157E-01           7.5824E-01           1.7111E-01          -6.8634E+02           4.3309E+02           4.5870E+03          -2.8944E+03           0.0000E+00           0.0000E+00
   86.2500          -2.8284E+00          -3.2678E-01           9.5678E-01           7.6239E-01           1.6190E-01          -6.6433E+02           4.1920E+02           4.6573E+03          -2.9388E+03           0.0000E+00           0.0000E+00
   86.2750          -2.7807E+00          -3.0740E-01           9.5963E-01           7.6467E-01           1.5230E-01          -6.3945E+02           4.0350E+02           4.7160E+03          -2.9759E+03           0.0000E+00           0.0000E+00
   86.3000          -2.7330E+00          -2.8801E-01           9.6249E-01           7.6694E-01           1.4269E-01          -6.1506E+02           3.8811E+02           4.7748E+03          -3.0130E+03           0.0000E+00           0.0000E+00
   86.3250          -2.6852E+00          -2.6864E-01           9.6534E-01           7.6921E-01           1.3309E-01          -5.9114E+02           3.7302E+02           4.8336E+03          -3.0500E+03           0.0000E+00           0.0000E+00
   86.3500          -2.6375E+00          -2.4925E-01           9.6819E-01           7.7149E-01           1.2349E-01          -5.6770E+02           3.5822E+02           4.8924E+03          -3.0871E+03           0.0000E+00           0.0000E+00
   86.3750          -2.5898E+00          -2.2986E-01           9.7105E-01           7.7376E-01           1.1388E-01          -5.4472E+02           3.4372E+02           4.9512E+03          -3.1242E+03           0.0000E+00           0.0000E+00
   86.4000          -2.5421E+00          -2.1048E-01           9.7390E-01           7.7603E-01           1.0428E-01          -5.2222E+02           3.2953E+02           5.0100E+03          -3.1613E+03           0.0000E+00           0.0000E+00
   86.4250          -2.4943E+00          -1.9109E-01           9.7675E-01           7.7831E-01           9.4676E-02          -5.0020E+02           3.1563E+02           5.0687E+03          -3.1984E+03           0.0000E+00           0.0000E+00
   86.4500          -2.4466E+00          -1.7172E-01           9.7960E-01           7.8058E-01           8.5075E-02          -4.7866E+02           3.0204E+02           5.1275E+03          -3.2355E+03           0.0000E+00           0.0000E+00
   86.4750          -2.3989E+00          -1.5233E-01           9.8246E-01           7.8285E-01           7.5471E-02          -4.5758E+02           2.8874E+02           5.1863E+03          -3.2726E+03           0.0000E+00           0.0000E+00
   86.5000          -2.3511E+00          -1.3295E-01           9.8531E-01           7.8513E-01           6.5867E-02          -4.3698E+02           2.7574E+02           5.2451E+03          -3.3097E+03           0.0000E+00           0.0000E+00
   86.5250          -2.2976E+00          -1.1323E-01           9.8574E-01           7.8547E-01           5.6100E-02          -4.1475E+02           2.6171E+02           5.2910E+03          -3.3386E+03           0.0000E+00           0.0000E+00
   86.5500          -2.2441E+00          -9.3521E-02           9.8616E-01           7.8581E-01           4.6334E-02          -3.9311E+02           2.4805E+02           5.3368E+03          -3.3676E+03           0.0000E+00           0.0000E+00
   86.5750          -2.1906E+00          -7.3814E-02           9.8659E-01           7.8615E-01           3.6571E-02          -3.7205E+02           2.3477E+02           5.3827E+03          -3.3965E+03           0.0000E+00           0.0000E+00
   86.6000          -2.1371E+00          -5.4102E-02           9.8702E-01           7.8649E-01           2.6804E-02          -3.5156E+02           2.2184E+02           5.4285E+03          -3.4255E+03           0.0000E+00           0.0000E+00
   86.6250          -2.0836E+00          -3.4389E-02           9.8744E-01           7.8683E-01           1.7038E-02          -3.3166E+02           2.0928E+02           5.4744E+03          -3.4544E+03           0.0000E+00           0.0000E+00
   86.6500          -2.0300E+00          -1.4677E-02           9.8787E-01           7.8717E-01           7.2715E-03          -3.1233E+02           1.9708E+02           5.5203E+03          -3.4834E+03           0.0000E+00           0.0000E+00
   86.6750          -1.9765E+00           5.0357E-03           9.8830E-01           7.8751E-01          -2.4949E-03          -2.9358E+02           1.8525E+02           5.5662E+03          -3.5123E+03           0.0000E+00           0.0000E+00
   86.7000          -1.9230E+00           2.4742E-02           9.8873E-01           7.8785E-01          -1.2258E-02          -2.7542E+02           1.7380E+02           5.6120E+03          -3.5412E+03           0.0000E+00           0.0000E+00
   86.7250          -1.8695E+00           4.4455E-02           9.8915E-01           7.8819E-01          -2.2025E-02          -2.5784E+02           1.6270E+02           5.6579E+03          -3.5702E+03           0.0000E+00           0.0000E+00
   86.7500          -1.8160E+00           6.4167E-02           9.8958E-01           7.8853E-01          -3.1791E-02          -2.4083E+02           1.5197E+02           5.7038E+03          -3.5991E+03           0.0000E+00           0.0000E+00
   86.7750          -1.7580E+00           8.3721E-02           9.8757E-01           7.8693E-01          -4.1479E-02          -2.2326E+02           1.4088E+02           5.7356E+03          -3.6192E+03           0.0000E+00           0.0000E+00
   86.8000          -1.7000E+00           1.0328E-01           9.8556E-01           7.8533E-01          -5.1167E-02          -2.0636E+02           1.3022E+02           5.7674E+03          -3.6393E+03           0.0000E+00           0.0000E+00
   86.8250          -1.6420E+00           1.2282E-01           9.8355E-01           7.8372E-01          -6.0852E-02          -1.9013E+02           1.1997E+02           5.7992E+03          -3.6594E+03           0.0000E+00           0.0000E+00
   86.8500          -1.5840E+00           1.4238E-01           9.8154E-01           7.8212E-01          -7.0540E-02          -1.7455E+02           1.1015E+02           5.8310E+03          -3.6794E+03           0.0000E+00           0.0000E+00
   86.8750          -1.5260E+00           1.6193E-01           9.7953E-01           7.8052E-01          -8.0228E-02          -1.5965E+02           1.0074E+02           5.8629E+03          -3.6995E+03           0.0000E+00           0.0000E+00
   86.9000          -1.4680E+00           1.8149E-01           9.7752E-01           7.7892E-01          -8.9917E-02          -1.4540E+02           9.1752E+01           5.8947E+03          -3.7196E+03           0.0000E+00           0.0000E+00
   86.9250          -1.4100E+00           2.0104E-01           9.7551E-01           7.7732E-01          -9.9605E-02          -1.3183E+02           8.3184E+01           5.9265E+03          -3.7397E+03           0.0000E+00           0.0000E+00
   86.9500          -1.3521E+00           2.2059E-01           9.7350E-01           7.7572E-01          -1.0929E-01          -1.1892E+02           7.5039E+01           5.9583E+03          -3.7598E+03           0.0000E+00           0.0000E+00
   86.9750          -1.2941E+00           2.4014E-01           9.7149E-01           7.7411E-01          -1.1898E-01          -1.0667E+02           6.7311E+01           5.9902E+03          -3.7798E+03           0.0000E+00           0.0000E+00
   87.0000          -1.2361E+00           2.5970E-01           9.6948E-01           7.7251E-01          -1.2867E-01          -9.5091E+01           6.0003E+01           6.0220E+03          -3.7999E+03           0.0000E+00           0.0000E+00
   87.0250          -1.1750E+00           2.7861E-01           9.6508E-01           7.6901E-01          -1.3804E-01          -8.3735E+01           5.2838E+01           6.0390E+03          -3.8107E+03           0.0000E+00           0.0000E+00
   87.0500          -1.1140E+00           2.9753E-01           9.6069E-01           7.6551E-01          -1.4741E-01          -7.3101E+01           4.6127E+01           6.0560E+03          -3.8214E+03           0.0000E+00           0.0000E+00
   87.0750          -1.0530E+00           3.1644E-01           9.5629E-01           7.6200E-01          -1.5678E-01          -6.3192E+01           3.9874E+01           6.0730E+03          -3.8321E+03           0.0000E+00           0.0000E+00
   87.1000          -9.9194E-01           3.3535E-01           9.5189E-01           7.5850E-01          -1.6615E-01          -5.4001E+01           3.4075E+01           6.0900E+03          -3.8428E+03           0.0000E+00           0.0000E+00
   87.1250          -9.3090E-01           3.5427E-01           9.4750E-01           7.5499E-01          -1.7552E-01          -4.5532E+01           2.8731E+01           6.1070E+03          -3.8536E+03           0.0000E+00           0.0000E+00
   87.1500          -8.6987E-01           3.7318E-01           9.4310E-01           7.5149E-01          -1.8489E-01          -3.7785E+01           2.3843E+01           6.1240E+03          -3.8643E+03           0.0000E+00           0.0000E+00
   87.1750          -8.0883E-01           3.9210E-01           9.3870E-01           7.4799E-01          -1.9426E-01          -3.0760E+01           1.9410E+01           6.1410E+03          -3.8750E+03           0.0000E+00           0.0000E+00
   87.2000          -7.4781E-01           4.1101E-01           9.3430E-01           7.4448E-01          -2.0363E-01          -2.4459E+01           1.5434E+01           6.1579E+03          -3.8857E+03           0.0000E+00           0.0000E+00
   87.2250          -6.8677E-01           4.2992E-01           9.2991E-01           7.4098E-01          -2.1300E-01          -1.8877E+01           1.1912E+01           6.1749E+03          -3.8964E+03           0.0000E+00           0.0000E+00
   87.2500          -6.2574E-01           4.4884E-01           9.2551E-01           7.3748E-01          -2.2237E-01          -1.4018E+01           8.8453E+00           6.1919E+03          -3.9072E+03           0.0000E+00           0.0000E+00
   87.2750          -5.6316E-01           4.6665E-01           9.1883E-01           7.3216E-01          -2.3120E-01          -9.8221E+00           6.1978E+00           6.1937E+03          -3.9083E+03           0.0000E+00           0.0000E+00
   87.3000          -5.0058E-01           4.8446E-01           9.1216E-01           7.2684E-01          -2.4002E-01          -6.3707E+00           4.0199E+00           6.1954E+03          -3.9094E+03           0.0000E+00           0.0000E+00
   87.3250          -4.3802E-01           5.0226E-01           9.0548E-01           7.2152E-01          -2.4884E-01          -3.6642E+00           2.3121E+00           6.1972E+03          -3.9105E+03           0.0000E+00           0.0000E+00
   87.3500          -3.7545E-01           5.2007E-01           8.9881E-01           7.1620E-01          -2.5766E-01          -1.7009E+00           1.0733E+00           6.1989E+03          -3.9116E+03           0.0000E+00           0.0000E+00
   87.3750          -3.1287E-01           5.3788E-01           8.9213E-01           7.1088E-01          -2.6649E-01          -4.8191E-01           3.0409E-01           6.2007E+03          -3.9127E+03           0.0000E+00           0.0000E+00
   87.4000          -2.5029E-01           5.5569E-01           8.8545E-01           7.0556E-01          -2.7531E-01          -7.0895E-03           4.4735E-03           6.2024E+03          -3.9138E+03           0.0000E+00           0.0000E+00
   87.4250          -1.8771E-01           5.7350E-01           8.7878E-01           7.0024E-01          -2.8414E-01           2.7647E-01          -1.7445E-01           6.2042E+03          -3.9149E+03           0.0000E+00           0.0000E+00
   87.4500          -1.2515E-01           5.9130E-01           8.7210E-01           6.9492E-01          -2.9296E-01           1.2896E+00          -8.1377E-01           6.2059E+03          -3.9160E+03           0.0000E+00           0.0000E+00
   87.4750          -6.2577E-02           6.0911E-01           8.6543E-01           6.8960E-01          -3.0178E-01           3.0472E+00          -1.9228E+00           6.2077E+03          -3.9171E+03           0.0000E+00           0.0000E+00
   87.5000           4.0354E-07           6.2692E-01           8.5875E-01           6.8428E-01          -3.1060E-01           5.5490E+00          -3.5014E+00           6.2094E+03          -3.9182E+03           0.0000E+00           0.0000E+00
   87.5250           6.2578E-02           6.4319E-01           8.4996E-01           6.7728E-01          -3.1866E-01           8.7605E+00          -5.5280E+00           6.1959E+03          -3.9097E+03           0.0000E+00           0.0000E+00
   87.5500           1.2516E-01           6.5946E-01           8.4117E-01           6.7027E-01          -3.2672E-01           1.2702E+01          -8.0152E+00           6.1823E+03          -3.9011E+03           0.0000E+00           0.0000E+00
   87.5750           1.8771E-01           6.7572E-01           8.3238E-01           6.6327E-01          -3.3478E-01           1.7373E+01          -1.0962E+01           6.1688E+03          -3.8926E+03           0.0000E+00           0.0000E+00
   87.6000           2.5029E-01           6.9198E-01           8.2359E-01           6.5626E-01          -3.4284E-01           2.2774E+01          -1.4371E+01           6.1553E+03          -3.8840E+03           0.0000E+00           0.0000E+00
   87.6250           3.1287E-01           7.0825E-01           8.1480E-01           6.4926E-01          -3.5090E-01           2.8906E+01          -1.8240E+01           6.1417E+03          -3.8755E+03           0.0000E+00           0.0000E+00
   87.6500           3.7545E-01           7.2451E-01           8.0601E-01           6.4225E-01          -3.5895E-01           3.5768E+01          -2.2570E+01           6.1282E+03          -3.8669E+03           0.0000E+00           0.0000E+00
   87.6750           4.3802E-01           7.4078E-01           7.9722E-01           6.3525E-01          -3.6701E-01           4.3360E+01          -2.7361E+01           6.1146E+03          -3.8584E+03           0.0000E+00           0.0000E+00
   87.7000           5.0058E-01           7.5704E-01           7.8843E-01           6.2824E-01          -3.7507E-01           5.1680E+01          -3.2610E+01           6.1011E+03          -3.8498E+03           0.0000E+00           0.0000E+00
   87.7250           5.6316E-01           7.7331E-01           7.7964E-01           6.2124E-01          -3.8313E-01           6.0732E+01          -3.8322E+01           6.0876E+03          -3.8413E+03           0.0000E+00           0.0000E+00
   87.7500           6.2574E-01           7.8957E-01           7.7085E-01           6.1424E-01          -3.9119E-01           7.0514E+01          -4.4495E+01           6.0740E+03          -3.8328E+03           0.0000E+00           0.0000E+00
   87.7750           6.8677E-01           8.0389E-01           7.6016E-01           6.0572E-01          -3.9828E-01           8.0655E+01          -5.0894E+01           6.0455E+03          -3.8148E+03           0.0000E+00           0.0000E+00
   87.8000           7.4781E-01           8.1822E-01           7.4947E-01           5.9720E-01          -4.0538E-01           9.1476E+01          -5.7722E+01           6.0170E+03          -3.7968E+03           0.0000E+00           0.0000E+00
   87.8250           8.0883E-01           8.3253E-01           7.3878E-01           5.8869E-01          -4.1247E-01           1.0297E+02          -6.4978E+01           5.9885E+03          -3.7788E+03           0.0000E+00           0.0000E+00
   87.8500           8.6987E-01           8.4685E-01           7.2809E-01           5.8017E-01          -4.1957E-01           1.1516E+02          -7.2666E+01           5.9600E+03          -3.7608E+03           0.0000E+00           0.0000E+00
   87.8750           9.3090E-01           8.6118E-01           7.1740E-01           5.7165E-01          -4.2666E-01           1.2802E+02          -8.0783E+01           5.9315E+03          -3.7428E+03           0.0000E+00           0.0000E+00
   87.9000           9.9194E-01           8.7550E-01           7.0671E-01           5.6313E-01          -4.3376E-01           1.4157E+02          -8.9330E+01           5.9030E+03          -3.7249E+03           0.0000E+00           0.0000E+00
   87.9250           1.0530E+00           8.8982E-01           6.9603E-01           5.5462E-01          -4.4085E-01           1.5579E+02          -9.8307E+01           5.8745E+03          -3.7069E+03           0.0000E+00           0.0000E+00
   87.9500           1.1140E+00           9.0414E-01           6.8534E-01           5.4610E-01          -4.4795E-01           1.7070E+02          -1.0771E+02           5.8460E+03          -3.6889E+03           0.0000E+00           0.0000E+00
   87.9750           1.1750E+00           9.1846E-01           6.7465E-01           5.3758E-01          -4.5504E-01           1.8628E+02          -1.1755E+02           5.8175E+03          -3.6709E+03           0.0000E+00           0.0000E+00
   88.0000           1.2361E+00           9.3278E-01           6.6396E-01           5.2907E-01          -4.6214E-01           2.0255E+02          -1.2781E+02           5.7890E+03          -3.6529E+03           0.0000E+00           0.0000E+00
   88.0250           1.2941E+00           9.4480E-01           6.5164E-01           5.1924E-01          -4.6810E-01           2.1847E+02          -1.3785E+02           5.7463E+03          -3.6260E+03           0.0000E+00           0.0000E+00
   88.0500           1.3521E+00           9.5683E-01           6.3931E-01           5.0942E-01          -4.7405E-01           2.3498E+02          -1.4828E+02           5.7035E+03          -3.5990E+03           0.0000E+00           0.0000E+00
   88.0750           1.4100E+00           9.6885E-01           6.2699E-01           4.9961E-01          -4.8001E-01           2.5209E+02          -1.5907E+02           5.6608E+03          -3.5720E+03           0.0000E+00           0.0000E+00
   88.1000           1.4680E+00           9.8087E-01           6.1467E-01           4.8979E-01          -4.8597E-01           2.6981E+02          -1.7025E+02           5.6180E+03          -3.5450E+03           0.0000E+00           0.0000E+00
   88.1250           1.5260E+00           9.9290E-01           6.0234E-01           4.7997E-01          -4.9192E-01           2.8813E+02          -1.8181E+02           5.5753E+03          -3.5181E+03           0.0000E+00           0.0000E+00
   88.1500           1.5840E+00           1.0049E+00           5.9002E-01           4.7015E-01          -4.9788E-01           3.0705E+02          -1.9375E+02           5.5325E+03          -3.4911E+03           0.0000E+00           0.0000E+00
   88.1750           1.6420E+00           1.0169E+00           5.7770E-01           4.6033E-01          -5.0384E-01           3.2657E+02          -2.0607E+02           5.4898E+03          -3.4641E+03           0.0000E+00           0.0000E+00
   88.2000           1.7000E+00           1.0290E+00           5.6537E-01           4.5051E-01          -5.0979E-01           3.4669E+02          -2.1876E+02           5.4470E+03          -3.4371E+03           0.0000E+00           0.0000E+00
   88.2250           1.7580E+00           1.0410E+00           5.5305E-01           4.4069E-01          -5.1575E-01           3.6742E+02          -2.3184E+02           5.4043E+03          -3.4101E+03           0.0000E+00           0.0000E+00
   88.2500           1.8160E+00           1.0530E+00           5.4073E-01           4.3087E-01          -5.2171E-01           3.8874E+02          -2.4530E+02           5.3615E+03          -3.3832E+03           0.0000E+00           0.0000E+00
   88.2750           1.8695E+00           1.0624E+00           5.2707E-01           4.1999E-01          -5.2638E-01           4.0871E+02          -2.5790E+02           5.3056E+03          -3.3479E+03           0.0000E+00           0.0000E+00
   88.3000           1.9230E+00           1.0719E+00           5.1341E-01           4.0911E-01          -5.3106E-01           4.2917E+02          -2.7081E+02           5.2496E+03          -3.3125E+03           0.0000E+00           0.0000E+00
   88.3250           1.9765E+00           1.0813E+00           4.9976E-01           3.9823E-01          -5.3573E-01           4.5013E+02          -2.8403E+02           5.1937E+03          -3.2772E+03           0.0000E+00           0.0000E+00
   88.3500           2.0300E+00           1.0907E+00           4.8611E-01           3.8735E-01          -5.4040E-01           4.7159E+02          -2.9758E+02           5.1377E+03          -3.2419E+03           0.0000E+00           0.0000E+00
   88.3750           2.0836E+00           1.1002E+00           4.7245E-01           3.7646E-01          -5.4507E-01           4.9355E+02          -3.1144E+02           5.0817E+03          -3.2066E+03           0.0000E+00           0.0000E+00
   88.4000           2.1371E+00           1.1096E+00           4.5880E-01           3.6558E-01          -5.4974E-01           5.1601E+02          -3.2561E+02           5.0258E+03          -3.1713E+03           0.0000E+00           0.0000E+00
   88.4250           2.1906E+00           1.1190E+00           4.4514E-01           3.5470E-01          -5.5442E-01           5.3898E+02          -3.4010E+02           4.9698E+03          -3.1360E+03           0.0000E+00           0.0000E+00
   88.4500           2.2441E+00           1.1285E+00           4.3149E-01           3.4382E-01          -5.5909E-01           5.6243E+02          -3.5490E+02           4.9139E+03          -3.1007E+03           0.0000E+00           0.0000E+00
   88.4750           2.2976E+00           1.1379E+00           4.1783E-01           3.3294E-01          -5.6376E-01           5.8639E+02          -3.7002E+02           4.8579E+03          -3.0654E+03           0.0000E+00           0.0000E+00
   88.5000           2.3511E+00           1.1473E+00           4.0418E-01           3.2206E-01          -5.6843E-01           6.1086E+02          -3.8546E+02           4.8020E+03          -3.0301E+03           0.0000E+00           0.0000E+00
   88.5250           2.3989E+00           1.1539E+00           3.8953E-01           3.1039E-01          -5.7171E-01           6.3275E+02          -3.9927E+02           4.7342E+03          -2.9873E+03           0.0000E+00           0.0000E+00
   88.5500           2.4466E+00           1.1605E+00           3.7488E-01           2.9871E-01          -5.7498E-01           6.5503E+02          -4.1333E+02           4.6664E+03          -2.9446E+03           0.0000E+00           0.0000E+00
   88.5750           2.4943E+00           1.1671E+00           3.6023E-01           2.8704E-01          -5.7825E-01           6.7769E+02          -4.2763E+02           4.5987E+03          -2.9018E+03           0.0000E+00           0.0000E+00
   88.6000           2.5421E+00           1.1738E+00           3.4558E-01           2.7537E-01          -5.8153E-01           7.0075E+02          -4.4218E+02           4.5309E+03          -2.8590E+03           0.0000E+00           0.0000E+00
   88.6250           2.5898E+00           1.1804E+00           3.3093E-01           2.6369E-01          -5.8480E-01           7.2419E+02          -4.5697E+02           4.4631E+03          -2.8163E+03           0.0000E+00           0.0000E+00
   88.6500           2.6375E+00           1.1870E+00           3.1628E-01           2.5202E-01          -5.8807E-01           7.4801E+02          -4.7200E+02           4.3953E+03          -2.7735E+03           0.0000E+00           0.0000E+00
   88.6750           2.6852E+00           1.1936E+00           3.0162E-01           2.4034E-01          -5.9135E-01           7.7222E+02          -4.8728E+02           4.3275E+03          -2.7307E+03           0.0000E+00           0.0000E+00
   88.7000           2.7330E+00           1.2002E+00           2.8698E-01           2.2867E-01          -5.9462E-01           7.9681E+02          -5.0279E+02           4.2598E+03          -2.6880E+03           0.0000E+00           0.0000E+00
   88.7250           2.7807E+00           1.2068E+00           2.7233E-01           2.1700E-01          -5.9789E-01           8.2179E+02          -5.1855E+02           4.1920E+03          -2.6452E+03           0.0000E+00           0.0000E+00
   88.7500           2.8284E+00           1.2134E+00           2.5768E-01           2.0532E-01          -6.0116E-01           8.4715E+02          -5.3456E+02           4.1242E+03          -2.6024E+03           0.0000E+00           0.0000E+00
   88.7750           2.8692E+00           1.2170E+00           2.4239E-01           1.9314E-01          -6.0296E-01           8.6867E+02          -5.4814E+02           4.0463E+03          -2.5532E+03           0.0000E+00           0.0000E+00
   88.8000           2.9100E+00           1.2206E+00           2.2711E-01           1.8096E-01          -6.0475E-01           8.9046E+02          -5.6189E+02           3.9683E+03          -2.5040E+03           0.0000E+00           0.0000E+00
   88.8250           2.9507E+00           1.2242E+00           2.1182E-01           1.6879E-01          -6.0654E-01           9.1252E+02          -5.7581E+02           3.8904E+03          -2.4549E+03           0.0000E+00           0.0000E+00
   88.8500           2.9915E+00           1.2279E+00           1.9654E-01           1.5661E-01          -6.0833E-01           9.3485E+02          -5.8990E+02           3.8125E+03          -2.4057E+03           0.0000E+00           0.0000E+00
   88.8750           3.0322E+00           1.2315E+00           1.8125E-01           1.4443E-01          -6.1013E-01           9.5745E+02          -6.0416E+02           3.7345E+03          -2.3565E+03           0.0000E+00           0.0000E+00
